SIREN,Nom ou raison sociale de l'entreprise,Famille juridique de l'entreprise,Code postal,Libellé de la commune de l'établissement,Code du département de l'établissement,Département de l'établissement,Région de l'établissement
402073720,ASS PRANA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
878952118,ASSOCIATION DES PAYSANS PRODUCTEURS DE GWELL,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
818947830,ASSOCIATION DE LA FETE DES CHATAIGNES,Associations,35830,BETTON,35,ILLE ET VILAINE,BRETAGNE
827911330,D'AILLEURS ET D'ICI (DADI),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
509992012,COMITE DES FETES,Associations,35590,SAINT-GILLES,35,ILLE ET VILAINE,BRETAGNE
818947947,CLUB DE L'AMITIE DE CHARTRES DE BRETAGNE,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
306956962,COM DEP GYMNAST VOLONT. ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
818269649,RESEAU DES ETUDIANTS DU MASTER D'OUVRAGE URBAINE ET IMMOBILIERE (REMOU),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
306958000,UNION SPORTIVE MONTGERMONTAISE,Associations,35760,MONTGERMONT,35,ILLE ET VILAINE,BRETAGNE
424465862,ITER,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
813520020,MATRIOCHKA EN BIGOUDEN,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
510755101,PARTAGES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
909480576,HAPPY,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
449118579,CENTRE D'ARCHITECTURE ET D'ART,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923498612,ASSOCIATION PASSERELLE,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
818273690,COLLECTIF DE LA PIEUVRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
845130145,AR PRETI BREIZH,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
922373873,JOYEUSE BULLE,Associations,35650,LE RHEU,35,ILLE ET VILAINE,BRETAGNE
922373881,PRESENCE YOGA,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
449121375,ASSOCIATION EUPHONIE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
833411499,MANUES'S EVENTS,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
878750462,EPISTOLAR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923498778,ET BIM!,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
532034469,AU COEUR DU BANAT,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
824313811,WP RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
893691618,LA SPONTANEE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
532035029,ORGALA SAGE FEMME 2011,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
413078809,TECHNOSALSA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
808067383,ENSEMBLE VOCAL SILK,Associations,35590,SAINT-GILLES,35,ILLE ET VILAINE,BRETAGNE
824314264,L'ASTRADA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
532035680,ASSOC LOGISTIQUE POUR L ASSOCIATION DE LA CAUSE FREUDIENNE VAL DE LOIR BRETAGNE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
808676712,PEPE ANIM',Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
824326250,ORKADRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
910665660,UNIVERGRAM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
420711863,LIGUE DE GOLF DE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
379634090,DENSITO 35,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
335035853,ASS SPORTIVE CULTURELLE DE CHEVAIGNE,Associations,35250,CHEVAIGNE,35,ILLE ET VILAINE,BRETAGNE
441534096,CHEOPS BRETAGNE (CONSEIL NATIONAL HANDICAP EMPLOI DES ORGANISMES DE PLACEMENT SPECIALISE POUR LA REGION BRETAGNE),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
808070585,ASSOCIATION SPORTIVE ET CULTURELLE DE L'ENSEIGNEMENT PUBLIC,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
484855531,COMPAGNIE BAKELITE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
797988441,ASC/ EHESP,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
900275041,FONDS DE DOTATION NOVA -KER,Fondations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
790733679,DANSES ET LOISIRS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
513432369,CLUB DU SOLEIL,Associations,35850,GEVEZE,35,ILLE ET VILAINE,BRETAGNE
833422215,CERCLE DES AMIS DE LA MEMOIRE PARTAGEE (CAMP),Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
797989720,UNITE MOBILE DE PREMIERS SECOURS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
488843673,THE GEORGES HABITBOL BROTHERS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
350496519,CENTRE HISTOIRE ART CONTEMPORAIN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
852589522,LES GAZELLES DE NEVEZTELL,Associations,35410,NOUVOITOU,35,ILLE ET VILAINE,BRETAGNE
420728537,TENNIS CLUB DE ST JACQUES,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
843205550,CENTRES DE MEDIATIONS DES NOTAIRES BRETONS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
432013720,WATCHA ENTREPRISES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
819826348,LILOUPOP 35,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
808694590,FAIRE IMAGINER CROISER,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
823624614,CLUB DE L'AMITIE DE BRUZ,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
890858996,COMITE ANIMATION LIBERTE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
823625041,AMICALE DES CAMPEURS DE PORT BLANC (ACPB),Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
808695241,LE PHENIX DE JADE DE RENNES METROPOLE,Associations,35850,PARTHENAY-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
911943561,TRANSITION ESS,Coopératives,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
819828617,LES AMIS DU FESTIVAL,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
808695324,LE RADIS GEANT DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923504807,REVELER ET PARTAGER LE PATRIMOINE BETTONNAIS,Associations,35830,BETTON,35,ILLE ET VILAINE,BRETAGNE
447948688,CLUB MOTO POLICE NATIONALE GRAND OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
819830019,ASSOCIATION ISOGONE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
904009636,PETITE PIERRE,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
447948928,COMITE DEPART MOTO D'ILLE ET VILAINE,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
518307533,ROAZHON DRAGON,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
824347231,CLUB SPORTIF DU 2EME REGIMENT DU MATERIEL DE L'ARMEE DE TERRE - ETOILE SPORTIVE DU MATERIEL DE LA DEFENSE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
432027092,ASS PR LA PROMO DE L'ARME DES TRANSMISS,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
519287098,DES MOTS POUR LE DIRE,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
392827861,SCCC RESIDENCE DUCHESNE,Coopératives,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
479372427,CLUB DES RETRAITES SNCF,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
413126384,ARSENIC,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
479373235,L OBJET DU DELIRE (O.D.D),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424479426,COLLEGE CLINIQUE DE L'OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
921121067,STRINKAD,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
882188238,LILLIPUTIA,Associations,35590,SAINT-GILLES,35,ILLE ET VILAINE,BRETAGNE
300772589,CONSTRUCTYS OPCA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
403779663,ASSOCIATION MILKY WAY,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
812118453,COM'UNITY,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
419760459,ASSOCIATION PUZZLE CREATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
801092065,LIGUE FLYING DISC BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
890899396,SEL PONT PEANNAIS,Associations,35131,PONT-PEAN,35,ILLE ET VILAINE,BRETAGNE
923509640,APEL DE L'ECOLE DU SACRE COEUR D'ORGERES,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
518317128,US VERN PETANQUE,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
801092313,LA COMPAGNIE DU TREFLE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424490829,AU LIEU QUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
895401974,DIGITAL WINDOW,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922468665,LINES RECORDS,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
814728622,ESI ON S'ENGAGE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
343627956,ASS POUR DEVELOP MUSICAL CANTON BECHEREL,Associations,35190,BECHEREL,35,ILLE ET VILAINE,BRETAGNE
914201900,GUAYUSA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814729968,ASSEMBLEE CITOYENNE DE L'EAU (A.C.EAU).,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
914209549,LE JARDIN DE PLAISANCE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
824371926,COMPAGNIE QUERCUS ERRATICAE,Associations,35160,LE VERGER,35,ILLE ET VILAINE,BRETAGNE
851566893,GOSPEL HARMONY VOICES 35,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
479391500,PULSE ET SON,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
798004487,ASSOCIATION SPORTIVE DE SAINTE GENEVIEVE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
532111580,FEDERATION ETUDIANTE RENNAISE INTER ASSOCIATIVE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492331368,PASSION COUTURE,Associations,35850,GEVEZE,35,ILLE ET VILAINE,BRETAGNE
824372882,ASSOCIATION RESSOURCES PLUS,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
306963836,UNION NATIONALE COMBATTANTS,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
883323008,RECYCL'A BLOC,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
888396843,KSTAGNE,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
398361469,FUZZZION FAMILY,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
433880747,ART AIR,Associations,35190,MINIAC-SOUS-BECHEREL,35,ILLE ET VILAINE,BRETAGNE
914220843,USEP DU GROUPE SCOLAIRE LE CLOS JOURY LE RHEU,Associations,35650,LE RHEU,35,ILLE ET VILAINE,BRETAGNE
922521927,LES MAROCAINS ACTIFS DE RENNES,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
420778623,UNION SPORTIVE ACIGNOLAISE,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
420779381,ASS PRODUCTEURS POULETS COUCOU DE RENNES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
433884830,ASS DE GESTION DE KER ANNA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
825235385,GROUPEMENT D EMPLOYEURS SOLAROSA,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
433885209,ASSOCIATION IDENTITES & DEMOCRATIES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
799733498,PRENDRE LE DROIT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
809952856,STUDIO 49,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
514566546,LES SOLEILS DU DESERT,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
432035897,ASS MIMOCIRCUS,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
532986734,UNITE MAU MAU,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
901603480,LA ZIK EN COULEUR.PROD,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
387531288,INITIATIVES DE TRAVAIL D EMPLOI D ACTION,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
923518328,TERMINAL PRODUCTION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
801698960,CLUB DES BONS AMIS,Associations,35410,NOUVOITOU,35,ILLE ET VILAINE,BRETAGNE
889628426,POLE MEDICAL BLEU BERYL,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
801699240,ASSOCIATION COMMUNALE DE CHASSE DE L'HERMITAGE,Associations,35590,L'HERMITAGE,35,ILLE ET VILAINE,BRETAGNE
809412448,UBUNTU CAFE,Coopératives,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
828092825,123LIESTRA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
825257355,LES VALERIANES,Associations,35590,CLAYES,35,ILLE ET VILAINE,BRETAGNE
495273583,SKIPPER MILITANT,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
921255626,CHAVAGNE BEER PROJECT,Associations,35310,CHAVAGNE,35,ILLE ET VILAINE,BRETAGNE
395171812,REALISATIONS AUSONIA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
447581653,ASS CYCLISTE NOYAL CHATILLON SUR SEICHE,Associations,35230,NOYAL-CHATILLON-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
420803876,CERCLE AFRICAIN SOLIDARITE INFORMATION,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
789095338,LOMBRIC IMAGES,Associations,35590,SAINT-GILLES,35,ILLE ET VILAINE,BRETAGNE
921255725,VAGUE CONFUSION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
495275679,DEVELOPPEMENT CARDIOLOGIE INTERVENTIONNELLE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492357173,AIKIDO IWAMA RYU ORGERES,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
921255873,CORP'ORALITE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
753900489,LES DISQUES ANONYMES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
503734105,STRAT COLLECTIF,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
844220418,BREIZH PILOTS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
775590920,ADAPEI 35,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
775591076,CLINIQUE MUTUALISTE DE LA SAGESSE,Mutuelles,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
749852463,SO LUNE,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
775591084,UNION NATIONALE COMBATTANTS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
313759706,PRIMEVERES,Associations,35230,NOYAL-CHATILLON-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
313759763,ASSOCIATION 3 REGARDS-LEO LAGRANGE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
798907671,CLUB LOISIRS DES ANCIENS DE SAINT ARMEL,Associations,35230,SAINT-ARMEL,35,ILLE ET VILAINE,BRETAGNE
821414562,BUREAU DES ELEVES DE L'ECOLE NORMALE SUPERIEURE (ENS) DE RENNES,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
409721131,DANSES ET TRADITIONS BRETONNES,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
400036109,HYGIENE SANTE HARMONIE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
798908794,FEDERATION D'ASSOCIATIONS DU BLOSNE - LA FABRIK,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
428764070,ASS GESTION RESTAURANT IMPOTS DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
390676567,ALPHA FORMATION,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
402949200,ASS TOUT RENNES COURT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
798909180,LES LOMBRICS DU BOIS DE CHAMPAGNE,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
402950273,ACTION CATHOLIQUE OUVRIERE D ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
511540304,ASSOCIATION RENNES JINAN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
420825663,CLUB DOMIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
500553128,ASSOCIATION AGIR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
883358160,LE KIOSQUE DE RITA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
800300204,ASSOCIATION DES FEMMES AGRICULTRICES DU MALI,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
424531010,ILLE ET VILAINE ET REMPLACEMENT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
802556324,COURIR A CORPS NUDS,Associations,35150,CORPS-NUDS,35,ILLE ET VILAINE,BRETAGNE
478569353,"LIGUE DE BRETAGNE DE BASEBALL , SOFTBALL ET CRICKET",Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
495408916,ASS SPORTIVE ACO BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
912983970,COURSIER AUTONOME DE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
798018511,SPLASH WAVE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922616990,KLUB NORZH,Associations,35230,SAINT-ARMEL,35,ILLE ET VILAINE,BRETAGNE
497484220,ORCHESTRAL'OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424541399,TETE DE L'ART,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
511561979,FEDERATION DEPARTEMENTALE D ILLE ET VILAINE DU PARTI SOCIALISTE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
832493019,BREIZH'IPOTES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
898760087,BREIZH E-SPORT,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
842478646,THE SOULSPIRIT CHOIR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
339630485,STE PROTECTRICE DES ANIMAUX D ARMOR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
820509768,CAMERAMEA,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
842478729,GRAVEL CAP,Associations,35230,BOURGBARRE,35,ILLE ET VILAINE,BRETAGNE
317271278,INSTITUT DE LA MERE ET DE L'ENFANT,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
500576368,SIGMA ARP,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
339651440,ORCHESTRE DE JEUNES DE HAUTE BRETAGNE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
437960727,L'ELABORATOIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
900378043,COLLECTIF RENNAIS DES AMATEURS DE BIERES (CRAB),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922639745,SAMA ET MOI,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
818286338,ORGANISATION POUR LA RECHERCHE SCIENTIFIQUE DANS LES DOMAINES CULTUREL ET CULTUEL POUR LES ILES DE L'OCEAN INDIEN,Associations,35520,LA CHAPELLE-DES-FOUGERETZ,35,ILLE ET VILAINE,BRETAGNE
415271261,L'EMPIRE DES SENS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
820510980,NO LIMIT BARZ,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
800321184,JOURNEE RENNAISE D'ANESTHESIE-REANIMATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
834611527,KINO-EVENEMENT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
434915666,TOUSKIFO.COM DISTRIBUTION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
341509339,NOS CHERUBINS,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
818954471,INGENIEURS SANS FRONTIERES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
800322901,CLUB DE L'AMITIE D'ACIGNE,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
801119645,SERVICE D'ENTRAIDE FRATERNELLE,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
827938317,BUREAU DES ARTS DE L'IGR-IAE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
910705854,BUREAU DE VIE ETUDIANTE ARABE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
801119843,ACIGNE MULTISPORTS ADULTES CLUB,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
827938523,ACCUEIL INSERTION FORMATION ADULTES FRANCE - AIFAF,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
510779184,FOYER ADOPTIF D ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
809413370,ASSOCIATION A LA PROTECTION DES MAJEURS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
432087633,ASS HUMANITAIRE AFRO MATANGA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
818971954,AGRONAUTIC,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
914331996,ASSOCIATION OCTHORN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
414407296,ARTE MUSE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
948536263,LASERCATS,Coopératives,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
508641131,NAUTICOM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
822956348,GOSPEL FRIENDS,Associations,35760,MONTGERMONT,35,ILLE ET VILAINE,BRETAGNE
477566988,GAP THE MIND,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
420853988,LES AMIS DES NAINS DE JARDIN,Associations,35590,LA CHAPELLE-THOUARAULT,35,ILLE ET VILAINE,BRETAGNE
834637951,THEATRE DE LA VAGUE,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
914335849,KALEIDOSCOPE-,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
443555446,CLAIR DE LIVRE TERRE D'EVEIL,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
811347038,BREIZH JAZZ BAND,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
845155696,ASSOCIATION CULTURELLE ZAMA LAND,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
850366337,ASSO DES CARTOUCHERIES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
881046437,LA DISTORSION PARALLELE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
792993891,APEGSEP,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
910715408,JONAS,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
508644242,UNION NATIONALE DEPRESSIFS MANIACO DEPRESSIFS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
332874106,"S.C.C. LES VILLEJEANNES, SOCIETE EN LIQUIDATION",Coopératives,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
792994709,LA JEANNE D'ARC,Associations,35650,LE RHEU,35,ILLE ET VILAINE,BRETAGNE
910719392,SYNDICAT PRINCIPAL DES COPROPRIETAIRES DU CENTRE COMMERCIAL RENNES ALMA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
818977035,POUR UN CENTRE BOURG PLAISANT,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
829821313,FANTOMAS,Associations,35740,PACE,35,ILLE ET VILAINE,BRETAGNE
801764366,DECLIC CONSEIL,,35510,CESSON-SEVIGNE,,,
792995888,AMADACA MUSIQUE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
484871629,CHANTIER ECOLE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
508646312,ASSOCIATION LES MANQUES PAS D'AIR,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
520841875,ARTICULE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
792996001,ASSOCIATION EQUILIBRE SANTE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
827624826,EEGLE,,35510,CESSON-SEVIGNE,,,
794570051,AMICALE DU PERSONNEL COMMUNAL DE MORDELLES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
388592479,ASS LES AMIS DU VOYAGES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
908367212,THES'EN IMAGES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
818979791,ASSOCIATION EAAH (ASSOCIATION DES ELEVES ATTACHES D'ADMINISTRATION HOSPITALIERE),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
