Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Horaires détaillés,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid)
3331708,https://openagenda.com/jep/events/journee-du-patrimoine-642492,À la découverte de l'hôtel de Ville !,Journées européennes du patrimoine 2023,"<p>À l’occasion des Journées Européennes du Patrimoine, l’association <a href=""https://janzehistoireetpat.wixsite.com/35150/journ%C3%A9e-du-patrimoine-2023"">Janzé Histoire et Patrimoine</a>, vous donne rendez-vous à l’hôtel de Ville pour redécouvrir l’histoire de cette place.</p>
<p>Au programme :</p>
<p></p>
<ul>
<li>exposition dans la mairie sur l’histoire du bâtiment</li>
<li>présentation des archives municipales</li>
<li>historique sur les Maires de la ville.</li>
</ul>
<p></p>
<p>Sur la place, un parcours commenté vous sera proposé pour découvrir l'histoire de la place et des bâtiments principaux qui la composent ou l'ont composée.</p>
<p><em>Restauration sur place.</em></p>",,,2023-09-23T15:48:54+02:00,"Dimanche 17 septembre, 10h00",2023-09-17T10:00:00+02:00,2023-09-17T18:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,31336232,"47.95946, -1.498767",Place de l'Hôtel de Ville,"Place de l'Hôtel de Ville, 35150, Janzé",,35136,35150,Janzé,Bretagne,Ille-et-Vilaine,https://www.janze.fr/,,"Lieu de pouvoir, édifice judiciaire",,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
57103081,https://openagenda.com/jep/events/initiation-aux-danses-traditionnelles,Initiation aux danses traditionnelles,Journées européennes du patrimoine 2023,"<p>Initiation aux danses traditionnelles<br />Avec le Cercle celtique de Rennes  </p>
<p></p>
<p><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",Accès libre,,2023-09-23T15:38:54+02:00,"Dimanche 17 septembre, 14h30",2023-09-17T14:30:00+02:00,2023-09-17T19:00:00+02:00,2023-09-17T14:30:00+02:00,2023-09-17T19:00:00+02:00,"[{""begin"": ""2023-09-17T14:30:00+02:00"", ""end"": ""2023-09-17T19:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
82070024,https://openagenda.com/jep/events/visitas-guiadas-al-hotel-de-courcy,Visites guidées de l'hôtel de Courcy,Visite guidée de l'hôtel de Courcy,"<p>L’hôtel de Courcy<br />Salle des assemblées du Conseil Régional<br />XIXe siècle<br />Construit vers 1830 par l’architecte Louis Richelot, cet hôtel particulier inspiré des villas palladiennes est rythmé par des colonnes à chapiteaux ioniques et doté d’un belvédère à ferronnerie épurée. Il a bénéficié d’une restauration suite à son acquisition par le Conseil Régional en 1983.<br /><a href=""https://patrimoine.bretagne.bzh/decouvrir/journees-europeennes-du-patrimoine-2023-les-coups-de-coeur-de-la-region-bretagne/""><em>Rennes - Histoire, institution et patrimoine à l'hôtel de Courcy</em></a></p>",Sur inscription - 30 personnes par créneau,,2023-09-16T07:36:20+02:00,16 et 17 septembre,2023-09-16T10:00:00+02:00,2023-09-16T17:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-16T10:00:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",,,29910204,"48.112224, -1.672739",Hôtel de Courcy,"8 rue Martenot, 35000, Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35708,Rennes,Bretagne,Ille-et-Vilaine,,https://www.pop.culture.gouv.fr/notice/merimee/PA00090692;https://www.bretagne.bzh/app/uploads/09_2020_Plaquette_Courcy.pdf,"Monument historique;Villes et Pays d'art et d'histoire;Château, hôtel urbain, palais, manoir;Lieu de pouvoir, édifice judiciaire","Construit vers 1830 par l'architecture Louis Richelot, cet hôtel particulier, inspiré des villas palladiennes est rythmé par des colonnes à chapiteaux ioniques et doté d'un belvédère à ferronnerie épurée. Il a bénéficié d'une restauration, suite à son acquisition par le Conseil Régional en 1983. 
Hôtel néo-classique qui comporte un rez-de-chaussée, un étage noble et un attique surmonté d'un fronton. Cette construction rectangulaire est ouverte sur une cour avec une façade qui, au premier étage, est couronnée d'une balustrade prolongeant celle de la colonnade ionique. A l'intérieur, certaines pièces conservent des boiseries. Le plafond du vestibule d'entrée est orné d'une fresque.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
61062894,https://openagenda.com/jep/events/jeu-a-la-decouverte-du-musee-henri-polles-9537760,"Jeu : ""à la découverte du musée Henri Pollès""",Événement des Champs Libres,"<p>Au 6ème étage de la bibliothèque, le musée du livre et des lettres Henri Pollès surprend : reproduction de la mise en scène créée par Henri Pollès, écrivain mais aussi bibliophile dans sa maison.<br />Découvrez ce musée grâce au livret ""Cherche et trouve"".</p>",,jemp,2023-09-23T17:01:05+02:00,"Samedi 16 septembre, 14h00",2023-09-16T14:00:00+02:00,2023-09-16T18:30:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T18:30:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:30:00+02:00""}]",,,97888086,"48.104578, -1.673943","Bibliothèque de Rennes Métropole, les Champs libres","46 Boulevard Magenta, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.bibliotheque.leschampslibres.fr/,https://www.facebook.com/LesChampsLibres/,"Lieu de spectacles, sports et loisirs","Bibliothèque de Rennes Métropole

Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le Musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.",gratuit,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
58058728,https://openagenda.com/jep/events/visita-guiada-al-parlamento-de-bretana,Visite guidée du parlement de Bretagne,Visite guidée du Parlement de Bretagne,"<p>Ce symbole de la Bretagne, conçu au XVIIe siècle par l'architecte du palais du Luxembourg, Salomon de Brosse, est encore aujourd'hui un lieu de pouvoir, abritant la cour d'appel de Rennes. Brûlé en 1994, il est depuis restauré et ouvert à la visite.</p>",Entrée libre sur inscription via le site internet,,2023-09-15T11:55:39+02:00,"Dimanche 17 septembre, 13h30",2023-09-17T13:30:00+02:00,2023-09-17T17:30:00+02:00,2023-09-17T13:30:00+02:00,2023-09-17T17:30:00+02:00,"[{""begin"": ""2023-09-17T13:30:00+02:00"", ""end"": ""2023-09-17T17:30:00+02:00""}]",,,22492737,"48.111748, -1.677823",Parlement de Bretagne,"Place du parlement de Bretagne, 35000 Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,,,"Lieu de pouvoir, édifice judiciaire;Monument historique","Édifice majeur du patrimoine rennais, dessiné par Salomon de Brosse, il révèle une page unique de l’art architectural et pictural du XVIIe siècle français et de l’histoire de la Bretagne. Brûlé en 1994, il est aujourd’hui restauré et ouvert à la visite.",,http://www.billetterie-rennes.com,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
92902375,https://openagenda.com/jep/events/decouverte-des-ateliers-de-la-cite-artisanale-pierre-louail,Découverte des ateliers de la Cité Artisanale Pierre Louail,"Venez pousser les portes de la Cité Pierre Louail et de ses ateliers d’Arts. Cet endroit atypique est une ancienne usine, témoin du patrimoine industriel de la ville de Rennes. Ce bâtiment data...","<p>Venez pousser les portes de la Cité Pierre Louail et de ses ateliers d’Arts. Cet endroit atypique est une ancienne usine, témoin du patrimoine industriel de la ville de Rennes. Ce bâtiment datant des années 30 est un lieu où cohabitent des artisans d’Arts, des étudiants des beaux-arts et des entreprises artisanales. Un lieu d’échange et de créativité que vous pourrez découvrir lors des journées européennes du patrimoine.<br />Au programme de ce week-end : visite des ateliers, découverte des savoir-faire des résidents, du lieu et du travail des artistes invités.</p>",Entrée libre,,2023-09-23T16:20:24+02:00,16 et 17 septembre,2023-09-16T10:30:00+02:00,2023-09-16T21:00:00+02:00,2023-09-17T11:00:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-16T10:30:00+02:00"", ""end"": ""2023-09-16T21:00:00+02:00""}, {""begin"": ""2023-09-17T11:00:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,4435276,"48.096611, -1.65957",Cité Pierre Louail,"13-15 bd Franklin Roosevelt, 35200, Rennes",Francisco-Ferrer - Vern - Poterie,35238,35200,Rennes,Bretagne,Ille-et-Vilaine,,,"Édifice industriel, scientifique et technique","La cité Pierre Louail fait partie du patrimoine industriel de la ville de Rennes ; ancienne usine de poussettes, elle accueille des professionnels de métiers d'art. 
Vous pourrez découvrir les secrets d'ateliers à l'occasion de ces journées, restauration de céramique, sculptures sur bois, céramiques, créations textiles…","parkings sur le boulevard, bus ligne 12 arrêt Adolphe Leray",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
87334437,https://openagenda.com/jep/events/exposition-sculpteur-dhistoires-bande-dessinee-et-histoire-17-2510228,"Exposition ""Sculpteur d'Histoire(s)"" - Bande dessinée et Histoire #17 / dédicace",Journées européennes du patrimoine 2023,"<p>Dédicace du livre « le Bruit des hommes »<br />À l’occasion de l’exposition « Sculpteur d’Histoire(s) », l’auteure Sylvie Dubin est invitée en vente-dédicace de son livre « Le bruit des hommes », portrait romancé de Marie Lefranc, servante de l’abbé Fouré, paru en avril 2023 aux éditions Paul &amp; Mike.</p>",le dimanche en continu – Rendez-vous à proximité de l’exposition / Programme détaillé des animations proposées sur archives.ille-et-vilaine.fr,,2023-09-23T16:18:33+02:00,"Dimanche 17 septembre, 13h30",2023-09-17T13:30:00+02:00,2023-09-17T18:00:00+02:00,2023-09-17T13:30:00+02:00,2023-09-17T18:00:00+02:00,"[{""begin"": ""2023-09-17T13:30:00+02:00"", ""end"": ""2023-09-17T18:00:00+02:00""}]",,,78599250,"48.12907, -1.69268",Archives Départementales d'Ille et Vilaine,"1 rue Jacques Léonard, 35000, Rennes",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://archives.ille-et-vilaine.fr/fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
80406977,https://openagenda.com/jep/events/le-technicentre-sncf-de-rennes-propose-aux-enfants-de-visiter-son-batiment-dedie-a-la-modernisation-des-trains,Le technicentre SNCF de Rennes propose aux enfants de visiter son bâtiment dédié à la modernisation des trains,Journées européennes du patrimoine 2023,"<p>Venez découvrir un des ateliers de la SNCF où nous modernisons des rames de train. TGV, TER, transilien, ce site est parfait pour réaliser des opérations de moyenne ampleur sur des délais courts.<br />Depuis 2014, plus de 250 rames sont déjà passées dans ce ""jeune bâtiment"".</p>","Inscription à partir du 2 septembre 2023 /
Rendez-vous sur https://patrimoine.sncf.com pour retrouver le programme complet des JEP SNCF.",,2023-09-23T17:23:17+02:00,"Vendredi 15 septembre, 09h00, 10h30",2023-09-15T09:00:00+02:00,2023-09-15T10:30:00+02:00,2023-09-15T10:30:00+02:00,2023-09-15T12:00:00+02:00,"[{""begin"": ""2023-09-15T09:00:00+02:00"", ""end"": ""2023-09-15T10:30:00+02:00""}, {""begin"": ""2023-09-15T10:30:00+02:00"", ""end"": ""2023-09-15T12:00:00+02:00""}]",,,7810087,"48.064438, -1.703961",Technicentre de Rennes - Site de la Janais,"Rue André Léo,  35136, Chartres de Bretagne",,35281,35136,Saint-Jacques-de-la-Lande,Bretagne,Ille-et-Vilaine,,,"Patrimoine ferroviaire, des transports et du génie civil;Première participation","Venez découvrir un des ateliers de la SNCF où nous modernisons des rames de train. TGV, TER, transilien, ce site est parfaitement pour réaliser des opérations de moyenne ampleur sur des délais courts.
Depuis 2014, plus de 250 rames sont déjà passées dans ce ""jeune bâtiment"".",accès par la rue André Léo - bâtiment 01 Entrée Ouest EIFFAGE (face à la Calvenais) .,,8,12,Journées européennes du patrimoine 2023 : Bretagne,3301657
54685284,https://openagenda.com/jep/events/fenetres-sur-jardins-les-animaux-sinvitent-aux-archives,"""Fenêtres sur jardins : les animaux s'invitent aux Archives""",Découvrez les plans des jardins de Rennes comme vous ne les avez jamais vus !...,"<p>Découvrez les plans des jardins de Rennes comme vous ne les avez jamais vus !<br />Les Archives de Rennes vous proposent de découvrir l'univers onirique de l'artiste rennaise Coline Colline, qui s'est spécialisée dans l'ornementation de cartes et plans anciens. Sublimés par son travail de dessin à l'encre de Chine et à l'aquarelle, les plans de jardins du 17e au 20e siècles s'animent le temps d'une exposition, qui vous ouvre les portes d'un bestiaire enchanté !</p>","Entrée libre. Sans inscription, dans la limite des places disponibles.",,2023-09-23T15:32:16+02:00,"Dimanche 17 septembre, 10h00",2023-09-17T10:00:00+02:00,2023-09-17T17:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",mi,handicap moteur,76399901,"48.119634, -1.670999",Archives de Rennes,"18, avenue Jules-Ferry, 35708, Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35708,Rennes,Bretagne,Ille-et-Vilaine,https://www.archives.rennes.fr/,https://twitter.com/ArchivesRennes,Archives,"Les Archives de Rennes ont pour mission de conseiller les services de la Ville de Rennes, du centre communal d'action sociale et de Rennes Métropole dans la gestion, l'organisation et le partage de leurs documents papiers et électroniques.",Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
15127894,https://openagenda.com/jep/events/visite-exposition-art-is-magic,Visite de l'exposition Art is magic - (derniers jours),Journées européennes du patrimoine 2023,"<p>Art is Magic<br />Le week-end des Journées du matrimoine et du patrimoine marque aussi les derniers jours de l’exposition temporaire ""Art is Magic. Une rétrospective de Jeremy Deller"". Les installations, vidéos et affiches de cet artiste britannique explorent avec humour l’histoire sociale de son pays et du monde.</p>",entrée libre,,2023-09-23T16:43:37+02:00,16 et 17 septembre,2023-09-16T11:00:00+02:00,2023-09-16T11:30:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T16:30:00+02:00,"[{""begin"": ""2023-09-16T11:00:00+02:00"", ""end"": ""2023-09-16T11:30:00+02:00""}, {""begin"": ""2023-09-16T12:00:00+02:00"", ""end"": ""2023-09-16T12:30:00+02:00""}, {""begin"": ""2023-09-16T15:30:00+02:00"", ""end"": ""2023-09-16T16:00:00+02:00""}, {""begin"": ""2023-09-16T16:30:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T11:00:00+02:00"", ""end"": ""2023-09-17T11:30:00+02:00""}, {""begin"": ""2023-09-17T15:00:00+02:00"", ""end"": ""2023-09-17T15:30:00+02:00""}, {""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T16:30:00+02:00""}]",,,8034754,"48.10987, -1.67549",Musée des Beaux-Arts,"20, Quai Émile Zola, 35000 Rennes",Quartiers Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://www.mbar.org,https://mba.rennes.fr/fichier/rte/PROG_septembre2018.pdf,"Musée, salle d'exposition;Musée de France","Le musée des beaux-arts de Rennes est, comme la plupart des musées de France, une création révolutionnaire. Constitué en 1794 à partir des œuvres saisies dans les édifices religieux et civils de la ville, le musée des beaux-arts tire cependant la plus grande partie de ses richesses du fabuleux cabinet de curiosités de Christophe-Paul de Robien (1698-1756), président au Parlement de Bretagne. Cette collection encyclopédique était l'une des plus riches d'Europe : peintures, sculptures, antiquités égyptiennes, grecques et surtout celtiques, objets d'art provenant de tous les continents, ainsi qu'un exceptionnel ensemble de dessins où se côtoient Léonard de Vinci, Botticelli, Dürer et Rembrandt. Entre 1801 et 1811, des envois de l'Etat viennent compléter le fonds initial et apportent des œuvres de première importance, issues des confiscations révolutionnaires parisiennes et des conquêtes des armées françaises que le Muséum Central du Louvre ne pouvait plus contenir. Ainsi, de grands chefs-d'œuvre illustrant les différentes écoles de peinture européennes entrent dans la collection : Véronèse, Persée délivrant Andromède, Rubens, La Chasse au tigre ou Le Brun avec la gigantesque Descente de Croix de la chapelle de Versailles. Au XIXe siècle, les achats réalisés par l'Etat aux Salons enrichissent le musée d'œuvres significatives des courants officiels, en particulier l'extravagant tableau d'Edouard Toudouze, Eros et Aphrodite. L'installation en 1855 du musée dans un nouveau bâtiment abritant aussi l'Université suscite des donations et legs importants : Le don d'Eugène Froment (Amaury-Duval, Portrait d'Isaure Chassériau) et le legs de Paul Lucas qui dote le musée d'une collection de Primitifs italiens. 
Endommagé par la Seconde Guerre mondiale, le musée des beaux-arts de Rennes est l'objet d'une rénovation en 1957, accompagnée d'une active politique d'acquisitions qui fait entrer la collection dans la modernité : les Impressionnistes avec Gustave Caillebotte, Les Périssoires et l'Ecole de Pont-Aven, Emile Bernard, L'Arbre jaune, Paul Sérusier, Solitude et la Marine bleue de Georges Lacombe. Depuis vingt ans, le musée a constitué un ensemble modeste mais représentatif des divers courants artistiques du XXe siècle, pour lesquels on compte quelques chefs-d'œuvre : Frantisek Kupka, Bleus mouvants, Pablo Picasso, Baigneuse à Dinard, Yves Tanguy, L'Inspiration, etc. La collection d'art contemporain s'est développée selon deux axes principaux : les artistes originaires de la Bretagne, comme les Affichistes et les différents courants de l'abstraction de Sam Francis à Aurelie Nemours.",,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
