Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0352541X,Collège,Public,SANS OBJET,Collège Théodore Monod,Chemin de Seiche,BP 67129,35770 VERN SUR SEICHE,35770,35352,Vern-sur-Seiche,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 23 27 07 50,02 23 27 07 60,pharouest.ac-rennes.fr/e352541X,ce.0352541x@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,458,1,19352472500010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/vern-sur-seiche/college/college-theodore-monod.html,,356621.5,6781395.0,EPSG:2154,,48.04268888855317,-1.6105197686960293,"48.04268888855317,-1.6105197686960293",Numéro de rue,2000-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352319F,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Gabriel,59 avenue le Brix,BP 14237,35740 PACE,35740,35210,Pacé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 60 21 00,02 99 60 20 28,www.stgabriel-pace.org,ce.0352319F@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,982,0,38502751100018,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/pace/college/college-saint-gabriel.html,,345330.6,6794398.1,EPSG:2154,,48.15345842814038,-1.772298749426294,"48.15345842814038,-1.772298749426294",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350836U,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Sainte Geneviève,14 rue Guinguene,BP 90616,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 65 10 08,02 99 31 93 28,www.ste-genevieve.org,ce.0350836U@ac-rennes.fr,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,301,0,77774552200022,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-sainte-genevieve.html,,351418.3,6787976.4,EPSG:2154,,48.0990558432828,-1.6854577237133008,"48.0990558432828,-1.6854577237133008",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350031U,Lycée,Public,SANS OBJET,Lycée professionnel Jean Jaurès,24 rue Victor Rault,BP 80533,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 65 15 66,02 99 30 05 16,www.lp-jean-jaures-rennes.ac-rennes.fr,ce.0350031u@ac-rennes.fr,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,434,1,19350031100017,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-jean-jaures.html,,351157.8,6787175.0,EPSG:2154,,48.09171804696783,-1.6883121853264558,"48.09171804696783,-1.6883121853264558",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0352030S,Collège,Public,SANS OBJET,Collège Morvan Lebesque,34 avenue Beausejour,BP 116,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 60 53 53,02 99 60 06 14,pharouest.ac-rennes.fr/e352030S,Ce.0352030s@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,687,1,19352030100014,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/mordelles/college/college-morvan-lebesque.html,,339746.2,6785751.0,EPSG:2154,,48.07273530878959,-1.840130398044565,"48.07273530878959,-1.840130398044565",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350895H,Collège,Public,SANS OBJET,Collège Montbarrot Malifeu,11 rue du Bourbonnais,BP 61638,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 59 19 89,02 99 59 33 81,,Ce.0350895H@ac-rennes.fr,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,615,1,19350895900015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-montbarrot-malifeu.html,REP,349393.8,6790562.5,EPSG:2154,,48.1212018513474,-1.7146786496809414,"48.1212018513474,-1.7146786496809414",Numéro de rue,1968-07-09,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352009U,Lycée,Public,SANS OBJET,Lycée Victor et Hélène Basch,15 avenue Charles Tillon,BP 18316,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 54 44 43,02 99 54 82 30,pharouest.ac-rennes.fr/e352009U,ce.0352009u@ac-rennes.fr,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1337,1,19352009500012,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-victor-et-helene-basch.html,,351311.6,6791047.4,EPSG:2154,,48.12658444099332,-1.6893371058355775,"48.12658444099332,-1.6893371058355775",Numéro de rue,1978-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350781J,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Notre-Dame du Vieux cours,19 boulevard de la Liberté,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 79 62 84,02 99 78 25 07,,ce.0350781J@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,434,0,77774967200047,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-notre-dame-du-vieux-cours.html,,351922.3,6788777.7,EPSG:2154,,48.106522452828756,-1.679336596694381,"48.106522452828756,-1.679336596694381",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350002M,Collège,Public,SANS OBJET,Collège Pierre Brossolette,18 rue Théodore Botrel,BP 17112,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 05 88 88,02 99 05 88 89,,Ce.0350002m@ac-rennes.fr,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,774,1,19350002200010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/bruz/college/college-pierre-brossolette.html,,346537.3,6779580.2,EPSG:2154,,48.021014037438114,-1.7441363214952637,"48.021014037438114,-1.7441363214952637",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350026N,Lycée,Public,SANS OBJET,Lycée Jean Macé,10 rue Jean Macé,BP 90431,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 87 91 30,02 99 87 91 50,www.lycee-jean-mace-rennes.ac-rennes.fr,ce.0350026n@ac-rennes.fr,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1018,1,19350026100014,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-jean-mace.html,,352662.8,6789909.3,EPSG:2154,,48.117081525093205,-1.6703037117666022,"48.117081525093205,-1.6703037117666022",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350776D,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée et section d'enseignement professionnel Saint-Vincent la Providence,57-75 rue de Paris,CS 46430,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,0,0,02 99 84 81 00,02 99 38 21 71,www.saintvincent-rennes.org/,ce.0350776D@ac-rennes.fr,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,869,0,33889603800019,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-et-section-d-enseignement-professionnel-saint-vincent-la-providence.html,,353122.2,6789508.1,EPSG:2154,,48.11372184774855,-1.663822723727523,"48.11372184774855,-1.663822723727523",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,306,LYCEE POLYVALENT
0350747X,EREA,Public,SANS OBJET,Établissement régional d'enseignement adapté,26 avenue du Canada,BP 80909,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 91 69,02 99 53 21 75,pharouest.ac-rennes.fr/e350747X/,ce.0350747x@ac-rennes.fr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,19350747200028,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/erea/etablissement-regional-d-enseignement-adapte.html,,351504.6,6786359.1,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes - ASH Parcours 2D,48.084574091029026,-1.6830126871968243,"48.084574091029026,-1.6830126871968243",Numéro de rue,1967-12-08,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,370,ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE
0352274G,Collège,Public,SANS OBJET,Collège Françoise Dolto,53 avenue le Brix,BP 54232,35740 PACE,35740,35210,Pacé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 60 23 60,02 99 60 20 65,,Ce.0352274g@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,725,0,19352274500010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/pace/college/college-francoise-dolto.html,,345401.7,6794309.2,EPSG:2154,,48.152698586514134,-1.7712721894320855,"48.152698586514134,-1.7712721894320855",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350030T,Lycée,Public,SANS OBJET,Lycée et section d'enseignement professionnel Pierre Mendès France,34 rue Bahon Rault,CS 86906,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,1,1,02 99 27 82 82,02 99 63 65 05,www.lycee-mendes-france-rennes.ac-rennes.fr,ce.0350030t@ac-rennes.fr,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1019,1,19350030300014,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-et-section-d-enseignement-professionnel-pierre-mendes-france.html,,351874.5,6791902.3,EPSG:2154,,48.13456398980512,-1.6824656690334105,"48.13456398980512,-1.6824656690334105",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,306,LYCEE POLYVALENT
0352589Z,Collège,Public,SANS OBJET,Collège Jean Moulin,Place Léopold Sédar Senghor,BP 49219,35136 SAINT JACQUES DE LA LANDE,35136,35281,Saint-Jacques-de-la-Lande,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 30 03 13,02 99 31 24 80,,ce.0352589z@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,19352474100017,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/saint-jacques-de-la-lande/college/college-jean-moulin.html,,349118.5,6785626.1,EPSG:2154,,48.07671283123078,-1.7144133502230139,"48.07671283123078,-1.7144133502230139",Rue,2002-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352304P,Lycée,Public,SANS OBJET,Lycée Sévigné,2 rue de la Chalotais,BP 91324,35510 CESSON SEVIGNE,35510,35051,Cesson-Sévigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 83 52 52,02 99 83 52 62,,ce.0352304p@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1240,1,19352304000015,http://geolocalisation.onisep.fr/35-ille-et-vilaine/cesson-sevigne/lycee/lycee-sevigne.html,,357940.7,6789489.8,EPSG:2154,,48.1160991960509,-1.5991704230501025,"48.1160991960509,-1.5991704230501025",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350963G,Collège,Public,SANS OBJET,Collège les Hautes Ourmes,7 avenue de Pologne,BP 80426,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 44 49,02 99 50 01 46,phares.ac-rennes.fr/hautesourmes,Ce.0350963g@ac-rennes.fr,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,440,1,19350963500010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-les-hautes-ourmes.html,REP+,354034.2,6786754.2,EPSG:2154,,48.08946760007525,-1.64941146931163,"48.08946760007525,-1.64941146931163",Numéro de rue,1970-09-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350783L,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée Sainte Geneviève,14 rue Guinguene,BP 90616,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 65 10 08,02 99 31 93 28,www.ste-genevieve.org,ce.0350783L@ac-rennes.fr,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,380,0,77774552200014,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-sainte-genevieve.html,,351418.3,6787976.4,EPSG:2154,,48.0990558432828,-1.6854577237133008,"48.0990558432828,-1.6854577237133008",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0351906G,Collège,Public,SANS OBJET,Collège Bourgchevreuil,1 boulevard des Metairies,BP 81332,35510 CESSON SEVIGNE,35510,35051,Cesson-Sévigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 23 45 00 45,02 99 83 75 06,,Ce.0351906g@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,656,0,19351906300013,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/cesson-sevigne/college/college-bourgchevreuil.html,,357862.3,6789873.5,EPSG:2154,,48.11950495942093,-1.6005224070766393,"48.11950495942093,-1.6005224070766393",Numéro de rue,1976-02-20,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352341E,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée Saint-Joseph,3 avenue Alphonse Legault,BP 77118,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,0,0,02 99 05 01 01,02 99 05 01 09,www.stjoseph-bruz.org,ce.0352341E@ac-rennes.fr,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,609,0,77766017600010,http://geolocalisation.onisep.fr/35-ille-et-vilaine/bruz/lycee/lycee-saint-joseph.html,,346461.1,6780032.0,EPSG:2154,,48.02503125665702,-1.7455206077313452,"48.02503125665702,-1.7455206077313452",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL
0350778F,Lycée,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Lycée Assomption,18 boulevard Painleve,BP 90217,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,0,0,02 99 36 31 76,02 99 36 22 15,assomption-rennes.org,ce.0350778F@ac-rennes.fr,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1421,0,77774565400015,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-assomption.html,,353543.2,6790447.0,EPSG:2154,,48.122379250771374,-1.6589194034352441,"48.122379250771374,-1.6589194034352441",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,1,0,,302,LYCEE D ENSEIGNEMENT GENERAL
0352069J,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint Vincent Providence,57 rue de Paris,CS 46430,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 84 81 00,02 99 38 21 71,www.saintvincent-rennes.org,ce.0352069J@ac-rennes.fr,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,876,0,33889603800019,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-saint-vincent-providence.html,,353025.8,6789504.2,EPSG:2154,,48.11363560285769,-1.6651127279914062,"48.11363560285769,-1.6651127279914062",Numéro de rue,1980-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350700W,Lycée,Public,SANS OBJET,Lycée agricole Théodore Monod,Avenue de la Bouvardière,BP 55124,35650 RHEU,35650,35240,Le Rheu,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 99 29 73 45,02 99 29 73 39,www.theodore-monod.educagri.fr,legta.le-rheu@educagri.fr,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,19350700100017,http://geolocalisation.onisep.fr/35-ille-et-vilaine/le-rheu/lycee-agricole/lycee-agricole-theodore-monod.html,,342221.9,6788567.1,EPSG:2154,,48.09938935483541,-1.8092525088017495,"48.09938935483541,-1.8092525088017495",Numéro de rue,1966-08-29,2019-09-11,OUVERT,AGRICULTURE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350852L,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Joseph,3 avenue Alphonse Legault,BP 77118,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 05 01 01,02 99 05 01 09,,ce.0350852L@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1222,0,77766017600010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/bruz/college/college-saint-joseph.html,,346453.5,6780051.7,EPSG:2154,,48.025204108342706,-1.7456382495499363,"48.025204108342706,-1.7456382495499363",Numéro de rue,1976-09-10,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0351054F,Lycée,Public,SANS OBJET,Lycée professionnel Charles Tillon,9 Allée Georges Palante,BP 90901,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 27 21 00,02 99 38 27 11,www.lp-charles-tillon-rennes.ac-rennes.fr,ce.0351054f@ac-rennes.fr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,502,1,19351054200015,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-charles-tillon.html,,353367.4,6788787.5,EPSG:2154,,48.1073790435977,-1.6599625200882726,"48.1073790435977,-1.6599625200882726",Numéro de rue,1971-04-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0350710G,Lycée,Public,SANS OBJET,Lycée Chateaubriand,136 boulevard de Vitré,BP 90315,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,0,0,02 99 28 19 00,02 99 28 19 05,www.lycee-chateaubriand.fr,ce.0350710g@ac-rennes.fr,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1915,1,19350710000017,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-chateaubriand.html,,354251.1,6790514.8,EPSG:2154,,48.12336352214026,-1.6494756700379634,"48.12336352214026,-1.6494756700379634",Numéro de rue,1966-11-08,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL
0352686E,Lycée,Public,SANS OBJET,Lycée Anita Conti,Esplanade du lycée,BP 67402,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1,1,0,02 23 50 17 00,02 23 50 17 27,www.lycee-anita-conti-bruz.ac-rennes.fr,Ce.0352686e@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,1,19352476600014,http://geolocalisation.onisep.fr/35-ille-et-vilaine/bruz/lycee/lycee-anita-conti.html,,347294.9,6780891.8,EPSG:2154,,48.033204777465464,-1.7350466617131368,"48.033204777465464,-1.7350466617131368",Numéro de rue,2005-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0350734H,Collège,Public,SANS OBJET,Collège les Chalais,25 avenue du Canada,BP 90124,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 68 48,02 99 32 30 65,,Ce.0350734h@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,406,1,19350734000019,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-les-chalais.html,REP,351744.7,6786396.1,EPSG:2154,,48.08503447256464,-1.6798232557480084,"48.08503447256464,-1.6798232557480084",Numéro de rue,1967-10-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350759K,Collège,Public,SANS OBJET,Collège Echange,30 rue de Dinan,BP 90223,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 30 20 43,02 99 30 92 20,,Ce.0350759k@ac-rennes.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,19350759700014,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-echange.html,,351680.0,6789833.8,EPSG:2154,,48.11587984088065,-1.6834273935015216,"48.11587984088065,-1.6834273935015216",Numéro de rue,1968-04-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0352267Z,Lycée,Privé,HORS CONTRAT,Ecole technique privée - Ecole de coiffure esthétique - Academy J Bedfert,24 Boulevard de Solférino,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 31 19 19,02 99 31 14 00,www.academyjacquesbedfert.fr,JBEDFERT@AOL.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35157550100033,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/ecole-technique-privee-ecole-de-coiffure-esthetique-academy-j-bedfert.html,,352663.6,6788483.1,EPSG:2154,,48.10427078014932,-1.6691603554365275,"48.10427078014932,-1.6691603554365275",Numéro de rue,1990-01-30,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0350835T,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège La Tour d'Auvergne,6 rue de la Santé,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 30 79 89,02 99 30 52 53,www.collegeta.fr,ce.0350835T@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,402,0,77774575300015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-la-tour-d-auvergne.html,,351457.6,6789048.0,EPSG:2154,,48.108702638729575,-1.6857844647440678,"48.108702638729575,-1.6857844647440678",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350839X,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Hélier,7 rue Frère Salomon,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 50 52 72,02 99 41 89 32,,ce.0350839X@ac-rennes.fr,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,524,0,30046041700029,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-saint-helier.html,,353304.7,6788329.9,EPSG:2154,,48.103235223121565,-1.6604408116509715,"48.103235223121565,-1.6604408116509715",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
0350032V,Lycée,Public,SANS OBJET,Lycée professionnel Louis Guilloux,76 avenue des Buttes de Coesmes,BP 70313,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,1,02 99 84 57 60,02 99 36 17 64,www.lplouisguilloux-rennes.ac-rennes.fr,ce.0350032v@ac-rennes.fr,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,647,1,19350032900027,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-louis-guilloux.html,,355657.4,6790706.4,EPSG:2154,,48.12582782649566,-1.630758726374303,"48.12582782649566,-1.630758726374303",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,320,LYCEE PROFESSIONNEL
0351053E,Collège,Public,SANS OBJET,Collège Jean Monnet,2 rue Armand Jouault,,35150 JANZE,35150,35136,Janzé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0,0,0,02 99 47 00 78,02 99 47 28 04,collegejeanmonnet.blogspot.com,Ce.0351053e@ac-rennes.fr,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,603,1,19351053400012,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/janze/college/college-jean-monnet.html,,364400.2,6771898.0,EPSG:2154,,47.96140224500171,-1.499046979084667,"47.96140224500171,-1.499046979084667",Numéro de rue,1971-02-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,340,COLLEGE
